RestaurantID,Name,Address,Time,Price,Latitude,Longitude
156,"16H - Milk, Tea & Coffee - Thanh Xuân","109 E8 Thanh Xuân Bắc, Thanh Xuân, Hà Nội",,,,
157,KAMPONG - Cơm gà Hải Nam - Ngoại Giao Đoàn,"Tòa N03 - T3, Ngoại Giao Đoàn, Bắc Từ Liêm, Hà Nội",,,,
158,TacoZone - Nguyễn Thái Học,"129 Nguyễn Thái Học, P. Điện Biên, Ba Đình, Hà Nội",,,21.0293108,105.8400223
159,Pizza Home - Thái Phiên,"41 Thái Phiên, Lê Đại Hành, Hà Nội, Hai Bà Trưng, Hà Nội",,,21.0105547,105.8509022
160,Mr. Spaghetti - Nguyễn Thái Học,"129 Nguyễn Thái Học, Đống Đa, Hà Nội",,,21.0304481,105.8360423
161,Bếp Trên Mây Cloud Cook - Nguyễn Thái Học,"129 Nguyễn Thái Học, Ba Đình, Hà Nội",,,21.0293108,105.8400223
162,SugarKing - Đường Nâu Đài Loan - Linh Đàm,"ki Ốt 9 D1 CT2 Tây Nam Linh Đàm, P. Hoàng Liệt, Hoàng Mai, Hà Nội",,,,
163,Thanh Food - Mì Trộn Indomie & Bánh Mì - Tây Sơn,"11 Ngõ 252/34 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội",,,,
164,Tâm Food - Mì Trộn Indomie & Bánh Mì - Tây Sơn,"15 Ngõ 252/34 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội",,,,
165,Cô Quỳnh - Chè Mùa Hè & Sinh Tố Nước Ép,"307 Vũ Tông Phan, P. Khương Đình, Thanh Xuân, Hà Nội",,,20.9928854,105.8144948
166,Thanh Tâm - Chuyên Trà Sữa & Đồ Ăn Vặt - Shop Online,"15 Ngõ 252/34 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội",,,,
167,Bánh Mì Nem Khoai Và Bánh Gà - Minh Châu,"84 Ngõ 32 Đỗ Đức Dục, P. Mễ Trì, Nam Từ Liêm, Hà Nội",,,21.0099912,105.7811325
168,Fish Love Cake - Bánh Sinh Nhật - Hồng Hà,"10 Ngõ 195 Hồng Hà, P. Phúc Tân, Hoàn Kiếm, Hà Nội",,,21.0404965,105.8536157
169,Super Chicken - Tiệm Gà Online,"Ngách 33 Ngõ 9 Đào Tấn, P. Ngọc Khánh, Ba Đình, Hà Nội",,,21.0325185,105.8063858
170,Linh Nhi Juice - Nước Ép & Sinh Tố Nguyên Chất,"101 Quan Hoa, Cầu Giấy, Hà Nội",,,21.0369183,105.801915
171,Bánh Mì Que - Chuẩn Vị Hải Phòng - Phố Nguyễn Phạm Tuân,"25 Phố Nguyễn Phạm Tuân, P. Điện Biên, Ba Đình, Hà Nội",,,21.0334545,105.8326144
172,Nhóp Nhép - Thế Giới Đồ Ăn Vặt Online - Doãn Kế Thiện,"Số 7 Ngõ 221 Doãn Kế Thiện, P. Mai Dịch, Cầu Giấy, Hà Nội",,,21.0416349,105.7754753
173,Nem Lụi Huế - Ăn Là Like - Thụy Khuê,"8 Ngõ 4 Thụy Khuê (Ngõ Xưởng Phim Tây Hồ), P. Thụy Khuê, Tây Hồ, Hà Nội",,,,
174,Bún Cá Gia Quất - Bún & Bánh Đa - Gia Quất,"1 Ngõ 54 Phố Gia Quất, P. Thượng Thanh, Long Biên, Hà Nội",,,21.0541416,105.8782368
175,Cà Phê Mang Đi - Khu Đô Thị Đô Nghĩa (Cạnh Vườn Lan Chí Tuệ),"Khu Đô Thị Đô Nghĩa, Hà Đông, Hà Nội",,,20.9587633,105.7354739
176,DH PLUS - Mì Trộn Indomie & Ăn Vặt,"Số 21 Ngõ 4 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội",,,,
177,Bami King - Bánh Mì Bò Nướng & Cơm Thố - An Trạch,"116 An Trạch, P. Cát Linh, Đống Đa, Hà Nội",,,21.0275902,105.8305036
178,Mì Trộn Thu Trang - Trần Khát Chân,"Ngõ 30 Trần khát Chân Kéo Dài, P. Bạch Đằng (Đối diện Mazda ô tô), Hai Bà Trưng, Hà Nội",,,,
179,Cháo Sườn Sụn 918 - Phúc Đồng,"10A9 Khu Tập Thể 918 Phúc Đồng, P. Phúc Đồng, Long Biên, Hà Nội",,,,
180,MiChuKa - Mì Chua Cay & Đồ Ăn Vặt - Khâm Thiên,"65 Ngõ 100 Ngách 59 Chợ Khâm Thiên, Đống Đa, Hà Nội",,,,
181,Bánh Gà Phùng Khoang,"10 Ngõ 32 Phùng Khoang, P. Trung Văn, Nam Từ Liêm, Hà Nội",,,,
182,Dimsum Điểm Tâm Đài Loan - Phố Định Công Thượng,"8C Ngách 1, Ngõ 88 Phố Định Công Thượng, Hoàng Mai, Hà Nội",,,,
183,Phương Trinh - Cơm Ngon,"120 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",,,20.9919821,105.8186341
184,"Bếp Nhà Thỏ - Chân Gà Sốt Thái, Gà Ủ Muối & Mì Trộn Indomie - Bùi Xương Trạch","120D Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",,,20.9919821,105.8186341
185,Bánh Mì & Xôi - Huấn Hoa Cúc,"50 Ngõ 185 Chùa Láng, Đống Đa, Hà Nội",,,21.0213292,105.8019586
186,Duy Tùng - Mì Trộn Indomiee - Thái Hà,"Số 19 Nghách 69 Ngõ 117 Thái Hà, Đống Đa, Hà Nội",,,,
187,Bún Đậu Mẹt & Bún Chả Hà Nội - Hoàng Phố,"26 Ngõ 66 Hồ Tùng Mậu, P. Mai Dịch, Cầu Giấy, Hà Nội",,,21.0390848,105.7771027
188,Tiệm Mì Indo - Đặng Văn Ngữ,"91 Đặng Văn Ngữ, Đống Đa, Hà Nội",,,21.0091087,105.8315221
189,Bánh Mì Thập Cẩm - Thanh Nga - Linh Lang,"96 Linh Lang, P, Cống Vị, Ba Đình, Hà Nội",,,21.035035,105.8104137
190,"Sinh Tố, Nước Ép & Trà Trái Cây AYE - Nguyễn Ngọc Vũ","10a/139 Nguyễn Ngọc Vũ, P. Trung Hoà, Cầu Giấy, Hà Nội",,,21.0090615,105.8124783
191,Cô Hải - Nước Ép & Sinh Tố Hoa Quả Tươi,"Số Nhà 15 Ngõ 252 Ngách 34 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội",,,,
192,Cô Hoa - Cơm Gà & Đồ Ăn Vặt,"3 Võ Quý Huân, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",,,21.0479369,105.7500848
193,Sasuke - Mì Cay & Mì Chua Cay - Chợ Khâm Thiên,"Số 25 Ngõ 100 Ngách 59 Chợ Khâm Thiên, Đống Đa, Hà Nội",,,,
194,Lẩu Thái - Lẩu Thái Hải Sản 35,"Số 14 Ngõ 35 Thái Thịnh, p. Ngã Tư Sở, Đống Đa, Hà Nội",,,,
195,Nước Ép Sinh Tố - Đình Thôn,"14A Ngõ 154 Đình Thôn, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,,21.0184457,105.7753595
196,Hằng Thịnh - Cơm Rang Giòn - 211 Phúc Tân,"211 Phúc Tân, P. Phúc Tân, Hoàn Kiếm, Hà Nội",,,21.0367032,105.8551504
197,Bếp KOKA - Cơm Đa Dạng & Đồ Ăn Vặt - Dương Văn Bé,"Số 57 Ngõ 94 Phố Dương Văn Bé, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,,,
198,MinMax Fresh - Chè Khoai Dẻo Online,"77A Hồng Mai, P. Quỳnh Lôi, Hai Bà Trưng, Hà Nội",,,,
199,Sam Fruits - Hoa Quả Gọt Sẵn - Nước Ép Trái Cây & Đồ Ăn Vặt,"Số 119 Ngõ Thái Thịnh 1, P. Thịnh Quang, Đống Đa, Hà Nội",,,,
200,Vua Cháo Sườn Sụn & Đồ Ăn Vặt - Shop Online,"3 Ngách 17 Ngõ 100 Sài Đồng, P. Sài Đồng, Long Biên, Hà Nội",,,,
201,ANDU - Chân Gà Nướng - Nguyễn Chí Thanh,"6 Ngõ 107 Đường Nguyễn Chí Thanh, P. Láng Hạ, Đống Đa, Hà Nội",,,,
202,"Bánh Tôm Hà Thành - Gỏi Cuốn, Bánh Tôm & Bánh Gối - 190D Yên Bình","Số 190D Yên Bình, P. Phúc La, Hà Đông, Hà Nội",,,,
203,Tiệm Trà Dâu Tây Đông Du,"Số Nhà 3, Ngõ 402 Ngách 76/20 Mỹ Đình, P. Mỹ Đình, Nam Từ Liêm, Hà Nội",,,,
204,"Quán Tía Tô - Bún Riêu Ốc Cá, Cháo Lòng & Bún Đậu Mắm Tôm","Số 37 Ngõ 2 Kiều Mai, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",,,,
205,An An - Mỳ Kim Chi & Cơm Văn Phòng - Ngõ 2 Ao Sen,"Số 9 Ngõ 2 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội",,,20.981458,105.7883192
206,HIẾU FOOD - Nem Chua Rán & Trà Sữa - Tây Sơn,"Số Nhà 18, Ngách 252/34 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội",,,,
207,Bà Thanh - Tây Sơn,"Số nhà 15 ngách 252/34 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội",,,,
208,Mr.Eco Salad Healthy - Food & Drinks - Đặng Tất,"11 Đặng Tất, P. Quán Thánh, Ba Đình, Hà Nội",,,21.0420607,105.8380408
209,Bản Gác Food - Trâu Gác Bếp - Vinhomes Smart City,"Toà S401 - Vinhomes Smart City, P. Tây Mỗ, Nam Từ Liêm, Hà Nội",,,21.0049205,105.7397274
210,Trà Chanh Smile,"14A Ngõ 154 Đình Thôn, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,,21.0184457,105.7753595
211,Trà Chanh Giã Tay Chị Đẹp - Trà Hoa Quả Tươi - 10 Ngõ 27 Phan Văn Trường,"Số 10 Ngõ 27 Phan Văn Trường, Cầu Giấy, Hà Nội",,,21.0384158,105.785684
212,Nem Nướng Nha Trang Anh Tư - Nguyễn Văn Cừ,"29 ngõ 67 Nguyễn Văn Cừ, P. Ngọc Lâm, Long Biên, Hà Nội",,,21.0417245,105.8680011
213,Ăn Vặt Cay Cay - Ăn Vặt Nội Địa Trung - Phố Đốc Ngữ,"Nhà Số 3, Ngõ 127 Phố Đốc Ngữ, P. Liễu Giai, Ba Đình, Hà Nội",,,,
214,Hidu House - Mỳ Ý & Pizza - Lương Định Của,"27 Ngõ 28 Lương Định Của, P. Kim Liên, Đống Đa, Hà Nội",,,21.0050038,105.8346773
215,"Cơm Gà, Bánh Mì Bami & Đồ Uống - Đức Diễn","26 Đức Diễn, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",,,21.0518162,105.751304
216,Cháo Dinh Dưỡng Thùy Linh - Phan Đình Giót,"117 Phan Đình Giót, P. La Khê, Hà Đông, Hà Nội",,,20.9663683,105.7655434
217,Bánh Mì Sài Gòn - 19Y Thụy Khuê,"19y Thụy Khuê, P. Thụy Khuê, Tây Hồ, Hà Nội",,,21.0409721,105.8262999
218,Trà Bí Đao An Nhiên - Giáp Nhất,"67 Giáp Nhất, P. Thượng Đình, Thanh Xuân, Hà Nội",,,21.0049785,105.8164781
219,Bánh Mì Dân Tổ - Bánh Mì - Ngõ Tự Do,"Số 1 Ngõ 56 Ngõ Tự Do, P. Trương Định, Hai Bà Trưng, Hà Nội",,,,
220,The An Eat Clean - Healthy Gạo Lứt,"Số 13 Lý Thường Kiệt, P. Phan Chu Trinh, Hoàn Kiếm, Hà Nội",,,21.0213885,105.8570849
221,"Bánh Mỳ Doner Kebeb, Nước Ép Trái Cây & Đồ Ăn Vặt - Bùi Xương Trạch","99A Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",,,20.9919821,105.8186341
222,Hạnh Food - Nem Chua Rán Ăn Vặt,"3 Ngõ 5 Trần Nhật Duật, P. Quang Trung, Hà Đông, Hà Nội",,,,
223,"Quán Nhà Kẹo - Mì Indomie, Mì Trộn & Đồ Ăn Vặt - 18 Ngõ 575 Kim Mã","Nhà 1A Ngách 18/575 Kim Mã, P. Kim Mã, Ba Đình, Hà Nội",,,,
224,"Bánh Cá Taiyaki, Sandwich & Bánh Mì Muối Ớt - Văn Chương","207 Ngõ Văn Chương, P. Văn Chương, Đống Đa, Hà Nội",,,21.020624,105.8363812
225,3T Food Chân Gà Sốt Thái - Vương Thừa Vũ,"24 Ngõ 184 Vương Thừa Vũ, P. Khương Trung, Thanh Xuân, Hà Nội",,,,
226,Briques - Ngõ Gạch,"9 Ngõ Gạch, P. Hàng Buồm, Hoàn Kiếm, Hà Nội",,,21.0362758,105.8504263
227,"Tiệm Ăn Vặt Mẹ Ken - Xiên Que, Bánh Tráng & Nước Ép - 181 Hoàng Hoa Thám","181 Hoàng Hoa Thám, P. Ngọc Hà, Ba Đình, Hà Nội",,,21.0412645,105.8229089
228,Bánh Mỳ Thịt Nướng - Nước Ép Nguyên Chất,"295 Lê Xá, X. Đa Tốn, Gia Lâm, Hà Nội",,,,
229,Shin - Mì Cay & Gà Rán Sốt Hàn - Khâm Thiên,"32 Ngõ cống Trắng, Phố Khâm Thiên, P. Trung Phụng, Đống Đa, Hà Nội",,,,
230,Xôi Xoài Dì LOY - Phạm Ngọc Thạch,"P3B - B10 Ngõ 43 Phạm Ngọc Thạch, P.Kim Liên, Đống Đa, Hà Nội",,,,
231,Cơm Việt Gren Mart - Lạc Long Quân,"Số 10 Ngõ 127 Lạc Long Quân, P. Nghĩa Đô, Cầu Giấy, Hà Nội",,,21.0520207,105.8080873
232,Ăn Vặt Hồ Tây 음식 - Ăn Vặt - Lạc Long Quân,"4 Ngõ 472 Lạc Long Quân, P. Nhật Tân, Tây Hồ, Hà Nội",,,21.0724244,105.8134965
233,Tiến Thành - Mỳ Trộn Indomie - Võ Quý Huân,"Số 3 Ngõ 25 Võ Quý Huân, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",,,,
234,Bún Chả & Bún Đậu Bi Béo - Sài Đồng,"Số 8B Ngõ 100/17 Sài Đồng, P. Sài Đồng, Long Biên, Hà Nội",,,,
235,December Tea - Trà Hoa Quả Nhiệt Đới & Mì Trộn Indomie - Định Công,"SH6 Lavender, Ngõ 176 Định Công, P. Định Công, Hoàng Mai, Hà Nội",,,,
236,Bếp Nhà Châu - Eatclean & Healthy,"Số 84 Ngõ 32 Đỗ Đức Dục, P. Mễ Trì, Nam Từ Liêm, Hà Nội",,,,
237,Nhà Hàng Gimbab - Bibimbab - Nguyễn Trãi,"H1-3 Ngõ 445 Nguyễn Trãi, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",,,,
238,Phở Cuốn Trang Minh - Phú Diễn,"15 Ngõ 182 Phú Diễn, Bắc Từ Liêm, Hà Nội",,,21.0468453,105.7642223
239,"Tiểu Phàm - Chè, Sinh Tố & Nước Ép - Âu Cơ","Số Nhà 24 Ngõ 172 Đường Âu Cơ, Tây Hồ, Hà Nội",,,,
240,Gà Không Lối Thoát - Mẹt Gà Tuyển,"6G Ngõ 142 Nguyễn Đình Hoàn, P. Nghĩa Đô, Cầu Giấy, Hà Nội",,,,
241,"54 Foods - Bánh Mì, Xôi & Cơm Thố - Mễ Trì Thượng","48 Mễ Trì Thượng, P. Mễ Trì, Nam Từ Liêm, Hà Nội",,,21.0080948,105.7769275
242,GÀ MẸT XÔI CHIM GÀ BÓ XÔI THU HOA - Ăn Vặt - Lê Trọng Tấn,"32A Ngõ 192 Lê Trọng Tấn, P. Định Công, Thanh Xuân, Hà Nội",,,20.9895848,105.8273045
243,Thuỷ Mít - Cơm Đảo Văn Phòng - Mỹ Đình,"152 Ngõ 322 Đường Mỹ Đình, Nam Từ Liêm, Hà Nội",,,21.0220015,105.7706407
244,Tiệm Bánh Guilty Pleasure - Su Kem Vỏ Giòn - Hà Đông,"Số 12 Ngõ 7 Phố Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội",,,20.9823441,105.7874797
245,Bếp Nhà Gừng - Keto & More - Phùng Chí Kiên,"Số 40 Ngách 14 Ngõ 61 Phùng Chí Kiên, P. Nghĩa Đô, Cầu Giấy, Hà Nội",,,,
246,Cơm Gà Hải Thuỷ - Bún Đậu Mắm Tôm & Bún Chả,"12B Ngõ 1 Trần Văn Chuông, P. Yết Kiêu, Hà Đông, Hà Nội",,,,
247,"Tiệm Mỳ Online 24/7 - Mỳ Chua Cay, Mỳ Cay & Mỳ Trộn - 11 Ngõ 268/2 Ngọc Thụy","Phòng 604 Chung Cư Nhật Minh Anh, Số 11 Ngõ 268/2 Tổ 13 Phố Ngọc Thụy, P. Ngọc Thụy, Long Biên, Hà Nội",,,,
248,Bánh Mì Cô Lan - 25 Bà Triệu,"25 Bà Triệu, P. Nguyễn Trãi, Hà Đông, Hà Nội",,,,
249,Thế Giới Khay Hoa Quả Gọt Sẵn - Bánh Mỳ Kẹp & Đồ Ăn Vặt - Thái Thịnh 1,"121 Thái Thịnh 1, P. Thịnh Quang, Đống Đa, Hà Nội",,,21.009009,105.8158545
250,Hải Sản Đại Dương - Mực Khô & Trâu Gác Bếp - Ngõ 59 Mễ Trì,"16/59 Mễ Trì, P. Mễ Trì, Nam Từ Liêm, Hà Nội",,,21.0080948,105.7769275
251,Nước Ép & Nước Cam Nguyên Chất - Top 1,"7 Ngách 47 Ngõ Thái Hà, P. Láng Hạ, Đống Đa, Hà Nội",,,,
252,Trà Bí Đao Cát Tiên - Lê Hồng Phong,"87 Lê Hồng Phong, P. Nguyễn Trãi, Hà Đông, Hà Nội",,,,
253,Trà Sữa Tiger Sugar - Mễ Trì Thượng,"37B Phố Mễ Trì Thượng, P. Mễ Trì, Nam Từ Liêm, Hà Nội",,,21.0080948,105.7769275
254,Quán Cơm Ngon - Cơm Rang Đùi Gà,"20 Ngõ 33 Phan Văn Trường, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,,21.0389036,105.7856248
255,Bánh Mì & Xôi Ngọc - Nguyễn Khang,"Đối Diện Số 265 Nguyễn Khang, P. Yên Hòa, Cầu Giấy, Hà Nội",,,,
256,Pizza Huu - Pizza & Spaghetti - Vĩnh Hưng,"124 Ngõ 179 Vĩnh Hưng, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",,,20.9880828,105.8766001
257,Bún Đậu Mắm Tôm - 171 Hà Kế Tấn,"171 Hà Kế Tấn, P. Phương Liệt, Thanh Xuân, Hà Nội",,,20.996624,105.8366359
258,Gà Rán & Gà Lắc Hương Vị Việt,"86 Kim Mã, Ba Đình, Hà Nội",,,21.0314542,105.8249046
259,Tmore - Tiệm Trà Chanh - Vĩnh Tuy,"Shop N05 - Ngõ 124 Vĩnh Tuy, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,,,
260,Sinh Tố & Nước Ép 90s - Xã Đàn,"76D Ngõ Xã Đàn 2, Đống Đa, Hà Nội",,,21.0156775,105.8311158
261,TocoToco Bích Hoà - Trà Sữa - Cụm Công Nghiệp Thanh Oai,"Cụm Công Nghiệp Thanh Oai, Hà Đông, Hà Nội",,,20.928686,105.7578667
262,Chick&go - Gà Rán & Pizza - Tân Mai,"Số 16 Ngõ 240 Tân Mai, P. Tân Mai, Hoàng Mai, Hà Nội",,,20.9797651,105.84983
263,"GÀ MẸT NGON, GÀ CUỐN XÔI BÍCH HỢI - Lê Trọng Tấn","155A Ngõ 192 Lê Trọng Tấn, P. Định Công, Thanh Xuân, Hà Nội",,,20.9895848,105.8273045
264,Hương Tròn - Mì Trộn Indomie & Đồ Ăn Vặt - Bùi Xương Trạch,"81 Ngõ 1 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",,,20.9932549,105.8207553
265,Gà Rán Thái Lan & Lạp Xưởng Nướng Đá - Yên Hòa,"204 Yên Hòa, Cầu Giấy, Hà Nội",,,21.0218105,105.7924411
266,"Xôi Xéo, Bánh Chưng & Bánh Giò - Mộc Quán","3B Ngõ 167 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,,21.0360211,105.7860383
267,Coffee CHU - Hồ Đắc Di,"2B/ 14 Hồ Đắc Di, P. Nam Đồng, Đống Đa, Hà Nội",,,21.0106272,105.8281783
268,Đồ Ăn Vặt & Cá Viên Chiên - Ngõ Cẩm Văn,"Số 6 Ngách 29 Ngõ Cẩm Văn, P. Hàng Bột, Đống Đa, Hà Nội",,,,
269,"Cơm Rang, Phở Bò Tiến Sen","28 Ngõ 120 Hoàng Mai, P. Hoàng Văn Thụ, Hoàng Mai, Hà Nội",,,20.9915484,105.8521992
270,Bombino’s Pizza - Sunshine Garden,"Shophouse S05A Toà G2 Sunshine Garden, Dương Văn Bé, Hai Bà Trưng, Hà Nội",,,,
271,Ăn Vặt Jerry - Ăn Vặt - 116 Khương Đình,"116 Khương Đình, P. Hạ Đình, Thanh Xuân, Hà Nội",,,20.9929118,105.8138498
272,Little Kitchen - Lẩu Thái & Đồ Thả Lẩu Ngon,"36B ngõ 58 Đào Tấn, P. Cống Vị, Ba Đình, Hà Nội",,,,
273,Thanh Hoa - Nem Nướng Nha Trang - Xuân La,"Số 6 ngõ 38 Xuân La, P. Xuân La, Tây Hồ, Hà Nội",,,21.0711259,105.8063101
274,Ngan Ngon - Ngan Cháy Tỏi Phố Cổ,"19B Ngõ 505 Trần Khát Chân, P. Thanh Nhàn, Hai Bà Trưng, Hà Nội",,,21.0077427,105.8523272
275,"Pha Lê Juice - Nước Ép Hoa Quả, Sinh Tố & Cafe - 42D Lý Thường Kiệt","42D Lý Thường Kiệt, P. Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",,,21.0236404,105.8495971
276,Trà Sữa Nướng & Trà Hoa Quả - Tài Chính,"433 Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",,,21.0748042,105.7906068
277,Gà Rán & Gà Ủ Muối Hoa Tiêu - Hoàng Ngân,"Số 1 Ngõ 80 Hoàng Ngân, P. Trung Hòa, Cầu Giấy, Hà Nội",,,,
278,"Mixiu Food - Mì Trộn Indomie, Ăn Vặt & Trà - Định Công Hạ","Số 32 Hẻm 99/110/85 Định Công Hạ, P. Định Công, Hoàng Mai, Hà Nội",,,,
279,Bánh Mì Cô Lan - 46 Chiến Thắng,"46 Chiến Thắng, P. Văn Quán, Hà Đông, Hà Nội",,,20.9806085,105.7949949
280,Cá Hồi Ngâm Tương Hàn Quốc - S2 Fresh Food HN,"62E/358 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",,,20.9843261,105.8185867
281,Thèm Quá(n) - Chân Gà Sả Tắc & Đồ Ăn Vặt - Vĩnh Tuy,"67 Ngõ 100 Nguyễn Văn Viên, Hai Bà Trưng, Hà Nội",,,21.0009843,105.8737963
282,Ốc 29 - Ốc Hải Sản & Đồ Ăn Vặt - 90 Võ Thị Sáu,"Số 90 Võ Thị Sáu, Hai Bà Trưng, Hà Nội",,,,
283,Phượng Coffee - Đồ Uống - Cự Lộc,"Số 2 Cự Lộc ( Đối Diện Số 35 ) , Thanh Xuân, Hà Nội",,,,
284,"Trúc Thanh Sài Gòn - Bánh Mỳ, Xôi Mặn & Mỳ Trộn - Kim Mã thượng","4 Ngõ 2 Kim Mã thượng, P. Cống Vị, Ba Đình, Hà Nội",,,,
285,Luca Food Shop - Mì Trộn Indomie & Đồ Ăn Vặt - Hào Nam,"10 Ngách 20/2 Ngõ 20 Hào Nam, P. Ô Chợ Dừa, Đống Đa, Hà Nội",,,,
286,Sữa Chua Bà Phương,"2 Ngách 54/9 Ngõ 54 Hoa Bằng, P. Yên Hoà, Cầu Giấy, Hà Nội",,,,
287,Gà Rán Taiwan Hot Chicken & Tea - Khương Trung,"261 Khương Trung, P. Khương Trung, Thanh Xuân, Hà Nội",,,20.995029,105.8168439
288,Thanh Cảnh - Bánh Mì Chảo,"86/132 Phố Nguyên Xá, P. Minh Khai, (Đi Vào Ngõ 296 Cầu Diễn 100m Rẽ Phải 50m), Bắc Từ Liêm, Hà Nội",,,,
289,Quán Ăn Vặt Của Ba Bơ - Mỳ Trộn & Đồ Ăn Vặt - Đống Đa,"Số nhà 6 ngách 44/21 Nguyễn Phúc Lai, P. Ô Chợ Dừa, Đống Đa, Hà Nội",,,,
290,Dừa Xiêm & Mía Đá - Lê Thanh Nghị,"254 Lê Thanh Nghị, P. Đồng Tâm, Hai Bà Trưng, Hà Nội",,,21.0018542,105.8422217
291,Ngày Xưa Anh Béo - Bánh Giò - Trần Quang Diệu,"1G Trần Quang Diệu, P. Ô Chợ Dừa, Đống Đa, Hà Nội",,,21.0154116,105.8235769
292,"San Quán - Đồ Ăn Vặt Xiên Que, Mì Cay & Trà Chanh - Lê Đức Thọ","Số 6 Ngõ 7 Đường Lê Đức Thọ, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,,,
293,50 Dessert - Dừa Dầm & Kem Bơ,"50 Trần Xuân Soạn, Hai Bà Trưng, Hà Nội",,,21.017044,105.8542896
294,Tiệm Mì Aji - Mì Trộn Indomie - Triều Khúc,"68/61 Triều Khúc, P. Tân Triều, Thanh Trì, Hà Nội",,,20.9841617,105.7998712
295,Bánh Bao Phomai ZaiZai - Tân Mai,"195 Tân Mai, P. Tân Mai, Hoàng Mai, Hà Nội",,,20.983543,105.8503078
296,TAMA Coffee & Tea - Trà Chanh & Trà Sữa - Vân Canh,"Số 5 Liền Kề 22 Khu Đô Thị Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội, Hoài Đức, Hà Nội",,,,
297,Ngoạm - Xưởng Bánh Bao Tươi - Cửu Việt 2,"50 Cửu Việt 2, TT. Trâu Quỳ, Gia Lâm, Hà Nội",,,21.0154305,105.9386883
298,"Musa Chicken - Gà Rán Giòn, Mì Trộn & Ăn Vặt","Số 10 Ngõ 994 Đường Láng, P. Láng Thượng, Đống Đa, Hà Nội",,,21.0229797,105.8000282
299,Nem Chua Rán 36 Tạm Thương Cơ Sở 1,"Số Nhà 5 Ngõ 5 Trần Nhật Duật, P. Quang Trung, Hà Đông, Hà Nội",,,,
300,"Bếp Của Dung - Gỏi Cuốn, Mì Trộn & Bún Trộn - Ngọc Hà","Số 14 Ngõ 70 Ngọc Hà, Ba Đình, Hà Nội",,,,
301,"Bánh Mì Sài Gòn - Bánh Mì, Bánh Bao & Trà Sữa - Nguyễn An Ninh","113 Nguyễn An Ninh, P. Tương Mai, Hoàng Mai, Hà Nội",,,20.9919213,105.8441272
302,"Jang Food - Gà Ủ Muối, Gà Luộc & Đồ Ăn Vặt - Cầu Diễn","Số 47 Ngõ 99 Cầu Diễn, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",,,,
303,Bà Nghị - Bánh Mì Cay,"2 Ngõ 2 Hoa Lư, P. Lê Đại Hành, Hai Bà Trưng, Hà Nội",,,21.0112865,105.8478069
304,Lòng Ngon Quán - Định Công,"Số 2 Nghách 245/32/2A Định Công, Hoàng Mai, Hà Nội",,,,
305,Đinh Huyền - Hàu Sữa Online,"131 Ngõ 337 Định Công, Hoàng Mai, Hà Nội",,,20.9791774,105.8324207
306,Tiệm Healthy Food - Cơm Gạo Lứt & Salad - Trần Duy Hưng,"Số 38 Ngõ 91 Trần Duy Hưng, P. Trung Hòa, Cầu Giấy, Hà Nội",,,,
307,The Bali Coffee & Tea - Đồ Uống - Tô Hiệu,"Trung Tâm Thương Mại Mê Linh Plaza, Đường Tô Hiệu, P. Hà Cầu, Hà Đông, Hà Nội",,,,
308,Bánh Mì Chả Nóng Long Đỉnh - Nguỵ Như Kon Tum,"8A Ngõ 90 Ngụy Như Kon Tum, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",,,,
